Original_Review,Aspects,Sentiments,Empty,label
굉장히 만족스러운 경험이었습니다. 문득 그림을 그리고 싶다는 생각이 들어 알아보던 중 어렵지 않게 찾은 성수미술관... 요즘 흔히 있는 이색카페 중 하나라고 생각했는데 그 이상의 경험을 할 수 있어서 행복했습니다. 중학교 이후 물감을 손에 들어본 기억이 없는데 미술에 대해서 관심을 가질 수 있는 계기가 되었습니다. 색을 조합하고 물을 더해서 붓칠을 하는 것이 이렇게 재밌을 수 있다는 사실을 이번 경험을 통해서 느끼게 되었던 것 같습니다. 다음에 기회가 된다면 다시 한 번쯤 바문해도 좋다고 생각이 들었습니다.,없음,없음,,000000000000
인테리어 이쁘고 디저트 커피 다 맛있어요 추천합니당,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
친구가 사진맛집 커피맛집이 생겼다길래 방문했어요!! 진짜 인테리어 무엇인가요 나 해외여행 온 건가..... 싶었어요 진짜 친구 사진 찍어 주느라 커피 디저트 사진 못 찍었는데 다음에 또 방문해서 디저트랑 더 먹어보려고 추천합니당!!,커피_음료/분위기_감성,긍정/긍정,,100000010000
"레몬에이드 너무 달지 않고 맛있었구요 ! 바닐라빈 밀크도 시중 밀크티랑 다르게 담백한 달달함이라서 정말 시원하게 잘 먹었습니다 디저트 플레이팅도 너무 예쁘고 휘낭시에, 마들렌, 돌체 다 겉바속촉해서 정말 만족스럽게 먹었어요 음악도 너무 좋구 음료랑 디저트 가격 모두 비싸지 않아서 다른 카페들 보다 부담도 적은 거 같아요 !! 재방문 의사 가득합니다",커피_음료/쿠키_구움과자/분위기_감성/가격_가성비,긍정/긍정/긍정/긍정,,100100010100
맛있네요 바리스타 교육같은것도 하는것 같네요 매장도 넓어요,공간_편의시설,긍정,,000000100000
"외관이 너무 이뻐서 들어왔는데, 내부는 더 이쁩니다!! 실내가 굉장히 고급스러운 인테리어이며, 디저트 및 음료 맛도 퀄리티가 상당히 좋아서 만족스러웠던 곳 입니다",커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
전에 와봤는데 분위기도 좋고 넘 맛있어서 친구들 데리고 또 왔어요! 복숭아 스무디 첨 먹어봤는데 파는 거 안 같구 넘 맛있어요 항상 새로운 메뉴 도전할 때마다 성공이더라구요! 오늘은 웨이팅도 없어서 빨리 들어와서 좋았어욥,커피_음료/분위기_감성/혼잡도_웨이팅,긍정/긍정/긍정,,100000010001
빵이 진짜 너무 맛있어요 자주 와요,베이커리_빵,긍정,,010000000000
풍경도 예쁘고 음식도 너무너무 맛있어용 라자냐 강추,분위기_감성,긍정,,000000010000
너무 맛있어요 메뉴도 많아서 좋아요,없음,없음,,000000000000
"늦은 오후에 갔더니 저의 최애 바게트가 품절이네요. 성수 베이킹 스튜디오도 자주 오는 곳입니다. 주로 바게트를 사고요, 바게트 없는 날은 치아바타를 들고와요. 친구가 성수동 놀러와서 빵 사주려고 들렀을 때는 핫플임을 실감했어요. 주말에는 대기타야합니다. 친구 선물로는 퀸아망, 잠봉뵈르, 크로와상을.. 사실 뭘 골라도 맛있으니 빵순이 빵돌이들은 꼭 들러보세요.",베이커리_빵/선물_포장/혼잡도_웨이팅,긍정/긍정/부정,,010000000012
"대화하기 편한 좌석은 아니지만, 커피가 맛있어서 갑니다. 플랫화이트ice 고소했어요. 디저트류도 종류가 다양하지만 일찍 매진되는 것 같았어요. 지하에도 좌석이 있다고 합니다.",커피_음료/기타_디저트/공간_편의시설,긍정/중립/부정,,100003200000
모찌 너무 좋아하는데 성수동에 생겨서 너무 행복해요 너무 맛있고 사장님도 너무 친절하세요!!! 서울숲이랑 가까워서 사들고 놀러가기 딱입니당,기타_디저트/서비스/선물_포장,긍정/긍정/긍정,,000001001010
분위기도 좋고 넓고 음료도 맛있고 좋네여추천합니다,커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
sooo many people,혼잡도_웨이팅,부정,,000000000002
웨이팅 시스템을 손봐야할듯 10팀 남앗다는거 보고 바로 옆 브랜디벨빌이라도 다녀오자 해서 가는길에 갑자기 내 차례 됐다고 오라함 3분만에 못왔다고 웨이팅 연장 됨 10팀이 한번에 어떻게 빠질지 알고 이 땡볕에 밖 웨이팅 하라는건지 화가 빡쳤지만 지성인이라 참고 좀 더 기다리다 들어옴 어떻게든 맛 까내리려고 단점 찾는데 음료는 쏘쏘 빵은 생각보다 괜찮음 결론성수바닥에서 줄세워놓으려는 심정은 아는데 웨이팅 시스템이나 3분내 입장 이거 손 안보면 결말은 안좋을듯,커피_음료/베이커리_빵/혼잡도_웨이팅,중립/긍정/부정,,310000000002
커피랑 디저트도 맛있고 네모 컨셉이 너무 귀여움,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
아침 일찍 오픈해서 좋구 너무 예쁘고 맛있었어요,없음,긍정,,000000010000
아인슈페너 엄청 맛있어요!!! 무화과 케이크도 너무 예쁘고 맛있네요 분위기도 좋아서 잘 즐기다 갑니다!,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
망고빙수 진짜 맛있어요! 소금빵도 맛있어서 추가로 구매해서 또 먹었어요 망고빙수 먹으러 다시 방문하고 싶네요,베이커리_빵/빙수_과일,긍정/긍정,,010010000000
인테리어 커피 모두 맛있습니다.,커피_음료/분위기_감성,긍정/긍정,,100000010000
시그니처 커피 짱비쌈,커피_음료/가격_가성비,부정/부정,,200000000200
연무장길 초입에 위치해서 약속장소로 좋아요,공간_편의시설,긍정,,000000100000
테라스가 있어서 좋아요! 애견동반카페라서 강아지와 같이와도 좋을 것 같아요,공간_편의시설,긍정,,000000100000
메뉴가 독특하고 맛있어요 알콜이 3.8도라고 하니 술찌들은 조심할것..! 분위기도 좋아서 저녁에 와도 좋을것 같아요,커피_음료/분위기_감성,긍정/긍정,,100000010000
담에도 또 올거에용 넘 재밌었습니다,없음,없음,,000000000000
"별점을 매길 수 있다면 1점.....입니다.... 1. 가장 중요한 베이글이 맛이 없음 런던베이글보다 맛있다고해서 정말 기대 많이했는데 이건 뭐.. 차가운데 많이 쫄깃하거나 부드럽지도 않아서 실망스럽네요. 차갑고 질겨서 차라리 따뜻하게라도 먹고싶어 데워주실 수 있냐고 여쭤봤더니 원래 데워먹지않는 거라고 하셔서 그냥 먹었는데,, 스벅 베이글 데워먹는게 훨 맛있음. 아마 맛있다는건 다른 지점인가 봅니다. 2. 알바생들의 무례함 저녁시간에 갔더니 왜 알바분들이 다 화가나 계시는지,,,, 다들 찡그린 표정에 딱딱한 말투에 뭐 물어봐도 전혀 친절하지 않아요. 유명한 집이라 장사 잘되니까 손님 한명 한명이 소중하진 않은가봐요. 즐거운 시간 보내러갔다가 기분이 다운되어서 나왔습니다.",베이커리_빵/서비스,부정/부정,,020000002000
머랭 케이크가 처음이였는데 너무 맛있고 특히 진두펄이랑 잘 어울려용 케이크 미친맛... 제가 여태껏 제작케이크 중에 여기가 원탑..다음엔 1호 사이즈로 하려구용,케이크,긍정,,001000000000
너무 친절하십니다!! 기분 좋은 구매 할 수 있어서 좋았어요!,서비스,긍정,,000000001000
직원분들 친절하시고 빵이 정말 맛있어요 왜 맨날 줄서고 유명한지 알 것 같아요,베이커리_빵/서비스/혼잡도_웨이팅,긍정/긍정/부정,,010000001002
진짜 넓고 쾌적해요 자리도 편하네요 추천합니다!!,공간_편의시설,긍정,,000000100000
너무 맛있고 꼭 발베니 드세용 술찌는 먹으면 취할 듯,커피_음료,긍정,,100000000000
친절하시고 맛도 좋아요,서비스,긍정,,000000001000
주문할 때 직원분이 메뉴를 꼼꼼히 설명해줘서 고르기 쉬웠어요. 디저트와 커피가 각각 예쁘게 세팅되어 눈으로 먼저 즐기게 되더라구요. 한 입씩 먹을 때마다 달콤함과 커피 향이 부드럽게 어우러져서 끝까지 기분 좋았어요.,커피_음료/기타_디저트/서비스,긍정/긍정/긍정,,100001001000
한국에서 잘 먹을 수 없는 메뉴인데 바삭 하면서 매우 맛있는 거 같애요. 전병이랑은 또 다른 매력이 있네요. 다음에도 또 사 먹겠습니다.,기타_디저트,긍정,,000001000000
분위기가 좋고 공간이 넓어요. 디저트 종류도 맛있어 보이고 커피도 맛있습니다,커피_음료/기타_디저트/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,100001110000
"까눌레칩, 솔티카라멜 휘낭시에, 헤이즐럿 까눌레, 라떼 그리고 아이스아메리카노 먹었어요. 까눌레칩은 상상한 맛이었는데 다른 메뉴도 많아서 좋았어요. 주말엔 사람이 많고 정신이 조금 없긴 합니다.",커피_음료/쿠키_구움과자/혼잡도_웨이팅,긍정/긍정/부정,,100100000002
분위기도 좋고 너무너무 맛있어요,분위기_감성,긍정,,000000010000
오랜만에 방문해서 신 메뉴인 얼그레이 무스케이크를 맛보았는데 적당히 달콤하고 쌉쌀하면서 얼그레이의 향긋함이 느껴져서 좋았습니다. 사이드템포의 베이커리류는 무엇을 골라도 실패가 없네요.,베이커리_빵/케이크,긍정/긍정,,011000000000
빨미까레 너무 맛있어요,쿠키_구움과자,긍정,,000100000000
메뉴가 다양하고 맛있습니다,없음,긍정,,000000000000
0.5점 별점도 아까워요. 도대체 이런 서비스가 어딨나요? 가게들어가고 주문할때부터 뭔가 불편한 공기 엄습해서 먼저 안녕하세요 인사 했어요 근데 아무 답도 반응도 없으시더라구요 뭐 여기까진 그러실 수 있는데 가장 많이들 드시는 커피가 뭔지 추천받을 수 있는지 여쭤봤는데 어이없다는 듯이 빤히 쳐다보며 자기가 좋아하는거.. 라구 말하신 직원분인지 사장님인지 이런 응대는 태어나서 처음 받습니다. 반말 장난하나요?? 가게에 손님 하나도 없고 조용했는데 그 뒤에 제가 여쭤보는 질문에 대답 하기 귀찮아하시는 태도와 말투 한시라도 빨리 주문한 커피 받고 나오고 싶었어요 정말 기대하고 첫 방문 한건대 다신 가고 싶지 않아요 하루종일 불쾌하고 기분 안좋네요,커피_음료/서비스/혼잡도_웨이팅,중립/부정/긍정,,300000002001
디저트 짱 맛있고 바나나랑 피넛버터의 조화가 완벽해욥... 실내도 청결하고 시원하고 화장실도 깨끗해요,기타_디저트/공간_편의시설,긍정/긍정,,000001100000
버터소금베이글이 정말정말 맛있어요!!!! 크림치즈랑 같이 먹으니까 정말 맛있습니다밖에 돌아다니다가 그냥 들어왔는데 너무너무 만족스러워요!!,베이커리_빵,긍정,,010000000000
커피랑 디저트도 둘다 맛있고리큐르 에스프레소도 있어요! 인테리어도 너무 맘에드네요. 에스프레소바 좋아하시면 가보시길 추천드립니다,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
맛있는 메뉴가 많아요 컵도 이뿌고 패키지도 예뻐서 받으면서 기분이 좋아집니다,선물_포장,긍정,,000000000010
성수에 있는 까페중에 늦게까지 하는 점 말고는 장점이 없는곳이에용 빵이 빵칼로 안잘릴정도로 딱딱해서 데울수 있는지 여쭤봤는데 안된다네요! 빵을 파는 까페에서 빵을 데워주는 서비스가 없는곳은 처음 봐용! 가격이 저렴하지 않으니 빵이 막 나온 오전대가 아니면 그냥 음료만 드세용,베이커리_빵/서비스/가격_가성비,부정/부정/부정,,020000002200
우와 망고 빙수 양 진짜 많고 부드러워요 가성비 최고 빵도 쫄깃하고!!,베이커리_빵/빙수_과일/가격_가성비,긍정/긍정/긍정,,010010000100
주말이라 손님들로 북적이는 인기카페 생과일 듬뿍 오린 딸기빙수와 딸기모찌가 특별하고 맛있어요,빙수_과일/기타_디저트/혼잡도_웨이팅,긍정/긍정/부정,,000011000002
시원하고 넓어서 좋아요 베이글도 맛있어요,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
"두 번째 방문입니다. 편하게 대화나누기 좋고, 조도가 적당해서 분위기가 편안합니다. 커피가 괜찮고, 빵이 맛있습니다. 개인적으로 소금빵이 제일 맛있는거 같고, 소세지페이스트리는 무난합니다. 번은 너무 달고 맛이 없어서 반만 먹고 남겼습니다... 직원분들이 친절하시고, 화장실도 내부에 있어 좋습니다.",커피_음료/베이커리_빵/공간_편의시설/분위기_감성/서비스,긍정/부정/긍정/긍정/긍정,,120000111000
개성있는 메뉴와 공간이 좋습니다,공간_편의시설,긍정,,000000100000
압구정에만 있던 플디 케익샵이 근처에 새로 생겼다고 해서 바로 사갔습니다 케익도 너무 이쁘고 친척 어른들께 드리는 케익인데 일반 빵집 케익이랑 다르게 너무 맛있고 예쁘다고 해주셔서 사간 보람이 있었어요 보통 어르신들은 생크림 케익 별로 안좋아하시는데 싹 비워드실 정도로 맛있었습니다 가족 모임 강추 다음엔 무화과도 먹어볼게요,케이크,긍정,,001000000000
빵이 아주 좋네요!!!!,베이커리_빵,긍정,,010000000000
커피 이벤트 좋아요,커피_음료,긍정,,100000000000
맛있고 재밌는 메뉴가 많아요!! 또 오고 싶어요,없음,긍정,,000000000000
망고가 달달하고 맛있어용 위에 올라간 아이스크림이 너무 맛있었습니당! 날씨 더운데 안에서 쉬고 가기 좋은 거 같아용,빙수_과일/기타_디저트/공간_편의시설,긍정/긍정/긍정,,000011100000
분위기도 좋고 맛있는 메뉴가 많아요 추천 또 오고픈곳!,분위기_감성,긍정,,000000010000
친구 생일이라 케이크 픽업했는데 사진이랑 똑같이 진짜 예쁘고 맛도 머랭이랑 체리맛이 진짜 잘어울렸어요!,케이크,긍정,,001000000000
라떼성수음부드러운 라떼 맛나요,커피_음료,긍정,,100000000000
주변에 카페 찾아서 들어왔는데 컨셉 너무 재미있고 케이크도 너무 맛있어보여요,케이크/분위기_감성,중립/긍정,,003000010000
블랑이랑 밀푀유 완전 맛있어요 운좋게 웨이팅 거의 안하고 들어갔는데 웨이팅 했어도 그럴 만한 가치가 있네용,케이크/혼잡도_웨이팅,긍정/긍정,,001000000001
여기 펌킨 파이 무조건 드세요 !! 너무 맛있어요 !! 음료도 다 맛있었구요 사장님도 친절하세요 ! 여기 분위기도 좋고 자리 배치도 널찍해서 편하게 있다 가기 좋아요 다른 카페 가지말고 여기로 오세요 !! 넘 추워서 급하게 그냥 기대 없이 그냥 온 카페인데 너무너무 만족 합니당 !!,커피_음료/쿠키_구움과자/공간_편의시설/분위기_감성/서비스,긍정/긍정/긍정/긍정/긍정,,100100111000
망고빙수 양도 많고 진짜 맛있어요!! 또 오고싶어용,빙수_과일,긍정,,000010000000
트러플이 진짜 강하고 제일 맛있어요! N회차 방문인데 혼자 먹기에 양이 많아서 항상 뚜껑 하나정도 남기는거같아요 메뉴 더 다양해지면 도장깨기 더 하고싶어요 너무맛잇음,기타_디저트,긍정,,000001000000
베이글인척하는 치즈케이크 치글이 넘 독특하고 맛있었던 디저트카페에요! 음료도 다 너무 귀엽고 이쁜거 아닌가요 인테리어도 완전 레트로 미국감성이라 데이트하기 좋았던 디저트카페였어요!,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
인테리어가 정말 멋진 카페에요! 사장님도 너무 친절하시고 여기 군고구마 아이스크림 디저트랑 호떡 크림라떼..짱짱 다음에 또 방문하고싶어용,커피_음료/기타_디저트/분위기_감성/서비스,긍정/긍정/긍정/긍정,,100001011000
냐미냐미냠스 분위기 좋고 위치 좋고 커피 맛있어요 ! 커피에 대한 자세한 설명이 곁들여져서 좋았습니다.,커피_음료/분위기_감성/서비스,긍정/긍정/긍정,,100000011000
트러플오일 러스크오일가득가득,쿠키_구움과자,중립,,000100000000
서울숲에 있는 카페 중에 조용한 곳이 별로 없는데 여기 적당히 조용하고 좋네요,혼잡도_웨이팅,긍정,,000000000001
조용하고 깔끔하고 너무 좋아요,공간_편의시설/혼잡도_웨이팅,긍정/긍정,,000000100001
"케이크 맛집이라고 해서 왔는데 케이크도 맛있고, 음료류도 너무 맛있습니다! 그리고 직원분들도 너무 친절하세요!!",커피_음료/케이크/서비스,긍정/긍정/긍정,,101000001000
색다른 커피 체험하면서 가격도 합리적이라 좋아요!!,커피_음료/가격_가성비,긍정/긍정,,100000000100
디저트가 예쁘고 아기자기해서 기분좋아지는 곳이에요,없음,없음,,000000000000
예약한 레터링 케이크 픽업왔다가 카페로도 이용 가능해서 커피랑 마카롱 먹고 왔네요. 분위기 좋고 친절하고. 마카롱도 케이크도 맛있어요,커피_음료/케이크/쿠키_구움과자/분위기_감성/서비스,긍정/긍정/긍정/긍정/긍정,,101100011000
너어뮤 마싯고 친절하시고 커피맛도 장난아님 꼭오세요 프롤라 전메뉴 도장깨기 해야할듯,커피_음료/서비스,긍정/긍정,,100000001000
늘 친절하시고 브리오슈 종류가 다양해요 인테리어도 예뻐용,베이커리_빵/분위기_감성/서비스,긍정/긍정/긍정,,010000011000
"구테로이테 성수점에서 에스프레소, 플랫화이트, 파인콘, 구테로이테, 그라나따, 롱블랙 코스로 마셨습니다. 바리스타께서 친절히 설명해주시면서 한잔씩 음미할 수 있었습니다. 여섯 종류의 커피를 마셨는데 하나도 겹치는 맛 없이 다양함을 느낄 수 있었습니다.",커피_음료/서비스,긍정/긍정,,100000001000
친구 추천으로 왔어요!!! 메뉴가 다양해서 좋네요,없음,없음,,000000000000
타르트가 전부 다 맛있어요!! 재방문 예정입니다,케이크,긍정,,001000000000
커피는 괜찮았고 케이크는 아쉬웠어요,커피_음료/케이크,중립/부정,,102000000000
"솔직히 너무 귀여워서 보자마자 반했어요 남자친구 생일 케이크로 준비했는데 남자친구도 받아본 케이크 중에 제일 귀엽고 예쁘다고 좋아했어요 후기가 많이 안 보여서 맛을 걱정했는데, 진짜 맛있어요! 겉은 꽤 두꺼운 밀크초콜릿이고, 안에는 바나나케이크라 조합이 괜찮아요! 홀케이크 주문 시 초도 서비스로 하나 주신다고 해서 예쁜 초도 받아왔어요! 다음에도 또 아후에서 케이크 주문하고 싶어요",케이크/서비스,긍정/긍정,,001000001000
두번째 방문한 성베스 오늘도 지난번과 똑같이 올리브치즈치아바타와 바게트 구매 서울숲에 앉아서 쭉 찢어먹으면 꿀맛,베이커리_빵,긍정,,010000000000
특이한 아이스크림들이 있어서 신기하고 재밌어요 안에 가챠도 많고 토핑도 다양해서 구경도 잘하다갑니당,기타_디저트/분위기_감성,긍정/긍정,,000001010000
당황할수있는 비쥬얼이였는데 새콤달콤하니 맛있었어요 직원분도 친절하시고 좋은 기운 가지고갑니다 또 방문할께요,없음,긍정/긍정,,000000001000
재밌었어여 시간이 부족했습니다,없음,없음,,000000000000
타르트 넘 맛잇엇어용 맛도리 짱 꼭 드시길,케이크,긍정,,001000000000
팬케이크 비주얼이 넘 좋네요 처음부터 끝까지 부드럽고 맛있어서 놀랐어용 커피까지 즐거운 대화하기 차분한 분위기 성수에 이런 곳이 있는 줄 몰랐네요 다른종류 팬케이크도 먹어보고 싶네요 번창하세용,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
편하게 되어있고 친절하십니다,공간_편의시설/서비스,긍정/긍정,,000000101000
맛있고 분위기도 좋아요,분위기_감성,긍정,,000000010000
신메뉴나와서 또갔다왔어요. 에이드썸블리 맛있네용. 탄산수에 찐득한 베리가 씹혀서 고급지고 많이달지 않아 좋아요. 쿠키는 포장해왔는데 패키지가 넘 맘메 들어요 스티커랑 포스터도 담아주셨어요. 담에 신메뉴 나오면 또 올게요!,커피_음료/쿠키_구움과자/선물_포장,긍정/긍정/긍정,,100100000010
디저트랑 커피 모두 정말 맛있었어요!!,커피_음료,긍정,,100000000000
아기자기 예쁜 공간 바게트 셀프로 자르는 이색 경험 하고 왔어요 바게크랑 식빵 다 너무 맛있어서 하루컷 가넝,베이커리_빵/분위기_감성,긍정/긍정,,010000010000
편안한 분위기에서 맛있게 만들수 있었습니당,분위기_감성,긍정,,000000010000
손님 엄청 많아요 주변 대비 약간 저렴하고 그런게 영향이 큰듯.. 남자 손님 특히 많더라구요 스무디는 너무 갈아서 주스같아요. 그냥 별 기대 없이 가볍게 가기엔 괜찮아요,커피_음료/가격_가성비/혼잡도_웨이팅,부정/긍정/부정,,200000000102
달달한 하루를 보내고 싶다면 여기로,없음,없음,,000000000000
너무너무 매장이 넓고 쾌적하고 베이글도 맛있어요! 음료도 너무 맛있어요!,커피_음료/베이커리_빵/공간_편의시설,긍정/긍정/긍정,,110000100000
주말에 11시쯤갔는데 사람이 많아서 라떼만 사가지구 왔어요! 라떼 정말 고소하고 맛있어용,커피_음료/혼잡도_웨이팅,긍정/부정,,100000000002
치즈케이크가 진짜 맛있었어요..!!! 분위기도 좋고 직원분도 친절하샸어용,케이크/분위기_감성/서비스,긍정/긍정/긍정,,001000011000
세상 대존맛 수플레..!!!!!!! 퐁신 퐁신 부드러운 딱 맛있는 펜케이크에요 성수 오면 무조건 들려야할 필수 코스!!!!!,케이크,긍정,,001000000000
"분위기, 빵 맛집입니다!!",베이커리_빵/분위기_감성,긍정/긍정,,010000010000
망고빙수 너무 맛있어요 분위기도 좋고 친구랑 데이트하러 오기 좋아요,빙수_과일/분위기_감성,긍정/긍정,,000010010000
넘 친절하시고 빵도 맛있어요! 소금빵 모양이 신기한데 다른 식감을 모두 맛볼 수 있어서 좋아요,베이커리_빵/서비스,긍정/긍정,,010000001000
"성수에 나들이 왔다가 어니언 성수 카페에서 저녁식사 메뉴로 단짠단짠하게 소금빵, 롱 페스츄리, 팡도르까지 3가지 종류이 빵과 핫아메리카노를 주문하여 딸과 함께 맛있게 담소를 나누면서 먹을 수 있었어요. 시내에 나오니 음악도 캐럴과 예쁜 트리장식도 볼 수가 있네요. 연말분위기를 느낄 수 있는 어니언 성수카페에서 음악 선곡도 좋았어요오랜만에 직장과 집에서 있다가 가장 추운날 성수동 데이트 짱! 좋았어요",커피_음료/베이커리_빵/분위기_감성,긍정/긍정/긍정,,110000010000
꼭 와보고싶던 곳인데 드디어 왔어요! 재료가 푸짐하고 신선해요 다시 올게요!,없음,긍정,,000000000000
특별한스피커가 있는 카페에요!,분위기_감성,긍정,,000000010000
커피가 맛있어서 자주가요,커피_음료,긍정,,100000000000
케이크에 종이를 먹을정도로 맛있어서 정신없이 먹었네요!!!다음에 또 오겠습니다,케이크,긍정,,001000000000
이집 커피랑 베이글 진심 잘함,커피_음료/베이커리_빵,긍정/긍정,,110000000000
분위기좋고 넘좋아요,분위기_감성,긍정,,000000010000
일주일에 34번 정도 오는 오로라 베이커리 매장이 넓고 좌석도 많고 등받이 의자가 있어 편해요! 성수엔 생각보다 널찍한 매장이 없는데 오로라는 대화하기도 좋습니다! 오늘의 하루를 함께 해주어 감사합니다 빵 먹고 오늘도 힘을 내어 보내보겠습니다 !,베이커리_빵/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정,,010000100001
"상하목장 아이스크림 먹고싶어서 찾아다녔는데, 브라우니까지 추가되다니 너무 좋았어요 서비스도 주시고 매장 분위기도 너무 좋네용",쿠키_구움과자/기타_디저트/분위기_감성/서비스,긍정/긍정/긍정/긍정,,000101011000
연말에 크리쓰마쓰 느낌 뿜뿜이라 좋아요,분위기_감성,긍정,,000000010000
재방문인데 더 맛있어진것 같아요 전체적으로 다 맛있는데 와 치킨앤 와플 제일 맛있구요. 매쉬포테이토그레이비 눈물흘리며 흡입했네요 아가들 데려오신 분들도 많던데 나중에 애기랑 같이 가볼께요,베이커리_빵,긍정,,010000000000
커피에 누구보다 진심인 성수 카페를 찾았어요 핸드드립 커피 전문점이라 원하는 원두를 골라 마실 수 있어요. 디저트는 세 가지가 있는데 상큼 달달한거 좋아하시면 레몬 파운드케이크 추천해요!,커피_음료/쿠키_구움과자,긍정/긍정,,100100000000
분위기 좋은 성수 대형 카페입니다. 내부도 넓고 커피도 맛있어요. 아늑한 감성 분위기로 편히 쉴 수 있어요.,커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
베이글이 쫀득하고 맛있어요! 매장 내부도 커서 좋아요,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
디저트도 분위기도 맛집이에요. 추천합니다. 다음엔 시그니처 메뉴 먹으러 올게요!,분위기_감성,긍정,,000000010000
고양이 식빵이 먹고싶어 구매해봅니다,베이커리_빵,중립,,010000000000
진짜 제가 먹어본 망고 빙수 중에 가장 맛있었어요 망고도 생망고였고 소금빵x붕어빵두 바삭 고소하면서 짭쪼럼 하고 팥의 달콤함까지 맛있게 잘 먹었습니다,베이커리_빵/빙수_과일,긍정/긍정,,010010000000
직원들이 너무 불친절했어요 포크 떨어뜨려서 하나 더 달라고 했더니 남자직원이 포크를 던지듯이 주더라구요 표정도 왜달라고하냐는 듯한 표정이었구요 기분 너무 나빴습니다 너무 불친절해요,서비스,부정,,000000002000
와 진짜 제가 살면서 먹어본 소금빵 중 1위.. 갓구운빵을 바로 먹으니 바삭하더군요.. 글고 버터맛이 강해서 더 맛있어요!!!,베이커리_빵,긍정,,010000000000
조명이 어두운 느낌이었는데 사진찍으면 잘 나와서 깜놀 케이크도 맛있어서 만족했습니다! 우리가 간날은 비가 왔었는데 날 좋은 날 야외 테이블에서 먹고싶네여,케이크/분위기_감성,긍정/긍정,,001000010000
와인추천 넘 완벽하고 아이스크림에 와인 조합이 어색하지만 생각보다 너무 어울려 감동이에요. 재방문 무조건 입니다,기타_디저트/서비스,긍정/긍정,,000001001000
복숭아 빙수 처음먹어보는데 맛있어용!!! 무더운 여름이 날라가요!!,빙수_과일,긍정,,000010000000
사장님 너무 친절하시고 시그니처라떼가 정말 맛있어요! 디저트도 체고!,커피_음료/서비스,긍정/긍정,,100000001000
여기는 걍 올 때마다 모든 메뉴 다 털고 싶어지는 곳.,없음,없음,,000000000000
분위기도 너무 좋고 망고 빙수가 너무 맛있어서 웨이팅 있지만 기다릴만한 거 같습니다 다음에도 성수나 건대입구 올일 있으면 또 올거 같아요!,빙수_과일/분위기_감성/혼잡도_웨이팅,긍정/긍정/중립,,000010010003
디저트도 맛있고 라떼들도 정말 맛집이에요,커피_음료,긍정,,100000000000
성수를 걷다가 인테리어가 너무 이뻐서 들어간 성수 예쁜 카페 아쿠아산타!! 망고 생크림 케이크도 너무 맛있고 케이크와 함께 마셨던 아메리카노도 너무 굳굳이였어용,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
콘센트 많아서 편리함,공간_편의시설,긍정,,000000100000
성수동 카페 forest 망고말차라떼 존맛탱 요새 말차에 꽂혔는데 망고와 함께라니 맛이 귀엽고달달한 삼층 빈백라운지 층으로 꼭 가세여!!!!!! 시원하고 인테리어도 예쁘고 사진 잘나와요 분위기도 좋고 음료도 맛있는 곳,커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
소금빵 붕어빵 겁내 맛있어요 망고빙수도 잘익은걸루 살 녹아요 좋은시간 보내구 갑니당,베이커리_빵/빙수_과일,긍정/긍정,,010010000000
디저트가 너무 예쁘고 분위기 좋아용,분위기_감성,긍정,,000000010000
분위기가 좋고 맛있어요,분위기_감성,긍정,,000000010000
빵맛커피맛 보통 평범 여기는 남자알바생이 짱이네요 친절하고 특이한 억양에 말투장소를 살려주네요,커피_음료/베이커리_빵/서비스,중립/중립/긍정,,330000001000
티라미수 진짜 개존맛탱이에요,케이크,긍정,,001000000000
맛있어요!!!!!!!!,없음,없음,,000000000000
네이버평 보고 방문했다가 실망했어요. 커피값만 비쌈,커피_음료/가격_가성비,부정/부정,,200000000200
"꼭 가야하는 이유,, 1. 인테리어가 넘 예뻐요 2. 음료가 맛있어요 체리셔벗스파클링, 템포라떼 강추 3. 디저트가 맛있어요! 브리오슈 반죽 완전 퐁신한 식감,,, 구름 그 잡채 4. 완전 친절하세요,,, 요즘같은 세상에 쉽게 볼 수 없는 친절함에 감동받아 눈물 흘릴 뻔... 음료, 베이커리, 인테리어, 감성 모두 트렌디하고 너무 좋았어요!",커피_음료/베이커리_빵/분위기_감성/서비스,긍정/긍정/긍정/긍정,,110000011000
