text,text_en
"기본에 충실한 소금빵이고, 소금빵의 식감은 바삭과 부드러움 사이인데 부드럽다고해서 안에 빵이 가득 씹히는 느낌은 아니라서 부담스럽지 않고 가볍게 먹기 좋아용","It is a salt bread that is faithful to the basics, and the texture of the salt bread is between crispy and soft, but just because it is soft does not mean that the bread is chewy inside, so it is easy to eat lightly without being burdensome."
"마치 가염버터에 절인 듯 촉촉함을 넘어 축축하고, 고소함과 짭쪼름한 맛이 강한 소금빵이에요","It's a salt bread that's not only moist but moist, as if it's been pickled in salted butter, and has a strong nutty and salty taste."
🫶🏻 이번에는 테이크아웃해서 먹었는데 다음에는 앉아서 먹고싶네용..,"🫶🏻 I ate takeout this time, but next time I want to sit down and eat.."
너무너무 맛이가 있었어요~:),It was so delicious~:)
"이거 낱개 구입은 안되고 무조건 세트만 구매 가능 1set 4개입 ₩12,000원인데, 요즘 빵 가격 생각하면 성수치곤 가격 괜찮아요.","You cannot purchase these individually, but only the set. A set of 4 pieces costs ₩12,000, but considering the price of bread these days, it is a good price."
테이블 간격이 넓어서 쾌적해요.,"The spacing between tables is wide, so it’s comfortable."
"널 좋아하는 다른 분들도 보고 이 만큼 사람들이 좋아하고 사랑한다는 걸 알아줬으면 해, 다시한번 생일축하하고 다음에도 이런 자리 많이 해줘 그만큼 널 진짜 사랑해..",I hope other people who like you see this and know that people like and love you this much. Happy birthday again and please do more events like this in the future. I really love you that much.
"들어오는 입구부터 인테리어가 너무 예쁘고, 안에도 넓고 쾌적해서 최고였습니다","The interior was so pretty from the entrance, and it was spacious and comfortable inside, so it was the best."
소금빵 너무 맛있고 포장도 귀여워서 간단한 선물하기도 좋은것같아요,"The salt bread is so delicious and the packaging is cute, so it makes a great gift."
소금빵 4개 12000원🥐 빵 나오는 시간 있음.,"4 salt breads 12,000 won🥐 There is time for the bread to come out."
다음엔 남자친구랑 오겠습니다,Next time I will come with my boyfriend.
을 하고 구매했던터라 아주 살~~짝 미지근한 빵은 실망감을 주었고 손가락에 흥건하게 묻어나는 기름기로 소금빵이 맛있다기보다 느끼하더라구요.,"Since I had purchased it, I was disappointed by the very light and slightly lukewarm bread, and the grease that sticks to my fingers made the salt bread feel greasy rather than delicious."
커피도 맛있고 특별한 메뉴가 많은거같네요,The coffee is delicious and there seem to be many special menu items.
빵이 너무 이쁘고 맛있어요,The bread is so pretty and delicious
추운데 줄이 길고 4개씩 살 수 있어요.,"It's cold, the line is long, and you can buy 4 at a time."
셈라는 이번에 처음 먹어봤는데 맛있더라구요,This was my first time eating Semla and it was delicious.
새로운 신메뉴로 나온 골든펄 딸기 캐모마일티를 주문해서 마셨는데..,"I ordered and drank the Golden Pearl Strawberry Chamomile Tea, which is a new menu item..."
맛있게 잘먹고 갑니다,I had a good meal
세심하게 우려진 보이숙차에서는 세월을 머금은 목향과 곡물의 맛이 납니다.,Carefully brewed Boisuk tea exudes age-old wood aroma and grain taste.
성수점은 처음인데 노래소리가 적당해서 분위기가 차분한 편이고 커피 먼저 마시다가 빵 추가 주문해서 먹었는데 존맛탱구리!!,"It was my first time at the Seongsu branch, but the music was just right so the atmosphere was calm. I drank coffee first and then ordered some bread and it was delicious!!"
힙하게 커피와 떡와플들고 성수동 걸어다니면 핵꿀잼입니다,It's fun to walk around Seongsu-dong with a hip coffee and rice cake waffles.
웨이팅 줄이 길어보여 걱정했는데 다행히 결제 먼저 진행 후 포장한거 받는 시스템이라 줄에비해 오래기다리지 않았어요,"I was worried because the waiting line seemed long, but fortunately, the system was to pay first and then receive the packaged food, so I didn't have to wait long compared to the line."
빵이 촉촉하고 개인적으로 버터리함 잘 느껴져서 진짜 맛있게 먹었어요.,"The bread was moist and had a nice buttery feel to it, so I really enjoyed it."
뚝섬 쪽에 이런 곳 있는지 몰랐는데 조만간 또 방문 할 것 같아요..,"I didn't know there was a place like this on Ttukseom, but I think I'll visit again soon."
진짜 이만한 스콘 먹어본적 없어요.,I've never had a scone like this before.
"평소에 정말 즐겨먹지만 와,,, 여기 커피 전문점인데 오란다","I really enjoy it on a regular basis, but wow, this is a coffee shop."
다음에또방문할께요~,I will visit again next time~
차 돌려서 다시 갈뻔!,I almost turned the car around and went again!
😍 🧇떡와플 쫀득바삭한 식감에 달달한 꿀이 뿌려져 있어서 달달한 믹스커피와 따로 먹는걸 추천드려요,"😍 🧇 Rice cake waffle has a chewy and crunchy texture and is sprinkled with sweet honey, so I recommend eating it separately with a sweet mixed coffee."
오후 시간에 많은 인파로 붐비는 와중에도 웃으며 응대해주셔서 더욱 편안하게 게스트 바리스타 행사를 즐길 수 있었습니다 !,"Even though it was crowded with people in the afternoon, they responded with smiles, so I was able to enjoy the guest barista event more comfortably!"
항상 줄이 길어서 궁금했었는데 드디어 먹어봤어요!,"I was curious because the lines were always long, but I finally tried it!"
에스프레소는 처음이라 걱정반 기대반으로 방문했는데 직원분의 친절한 응대와 설명으로 메뉴도 쉽게 고를 수 있었습니다.,"It was my first time trying espresso, so I was half worried and half excited when I visited, but the friendly service and explanations of the staff made it easy to choose the menu."
뀰로그로 뉴믹스커피 브랜딩 과정 다 보고 실제로 매장 방문하니 감동 100배… 쌀알커피 달달하고 고소하니 진짜 맛있어요!!,I was 100x more impressed when I saw the entire New Mix Coffee branding process and actually visited the store... Rice grain coffee is sweet and savory and really delicious!!
심지어 다음날 데우지도 않고 차가운 채로 먹었는데도 엄~~청 맛있었습니다.,"Even though I ate it cold the next day without reheating it, it was extremely delicious."
성수 카페가 다 좁은데 여기는 매장이 시원하고 자리가 넓어서 좋아요,"All Seongsu cafes are narrow, but this store is cool and spacious, so I like it."
먹고 싶었던 시그니처 메뉴가 없어서 아쉬웠지만 너티크림이 많이 달지도 않고 맛있었어요!,"It was a shame that there wasn't the signature dish I wanted to try, but the nutty cream was delicious and not too sweet!"
스톤슈페너 너무 고소하니 맛있고 롱블랙도 깔끔하니 좋네요,"The stone spooner is so savory and delicious, and the long black is clean and nice."
"모든커피가 믹스커피베이스인데 앞으로 완전 핫플이 될거같은 느낌적인 느낌 코리안스타일을 힙하고, 멋지게 만든거 같아요!!","All coffees are based on mixed coffee, and I have a feeling that it will become a really hot product in the future. I think they made Korean style hip and cool!!"
자리도 넓고 음료도 맛있어요,The seats are spacious and the drinks are delicious.
🤤 근데 버터가 손에 잘묻어서 냅킨이나 휴지 있으면 좋겠어용,🤤 But the butter sticks to my hands so it would be nice to have a napkin or tissue.
카페내 있는 정원 커피마시면서 한시간동안 정원 보면서 디올카페에서 커피마시고 녹차마시고~ 비싼 정원 조경구경 했습니다,I drank coffee and looked at the garden in the cafe for an hour. I drank coffee and green tea at Dior Cafe and looked at the expensive garden landscaping.
"날씨가 좋아서 외부에 앉았는데, 내부도 너무 좋아보여서 다음에 또 오고 싶어요 !!","The weather was nice so I sat outside, but the inside looked so nice that I want to come again next time!!"
디저트 먹고싶었는데 개비싸,"I wanted to eat dessert, but it was expensive."
기안84님 전시회보고 성수동 걷다가 소금빵집에 줄이 길기에 빵맛집인 것 같아,"While walking around Seongsu-dong after seeing Kian84's exhibition, the line at Salt Bakery was long, so I thought it was a good bakery."
"40대 중반이라 단거 잘 안마시는데, 이건 맛있게 한입에 홀짝할 정도의 양이라서 부담없어서 좋다~","I'm in my mid-40s, so I don't drink sweets very often, but this is a delicious amount that I can sip in one bite, so it's nice because it's not burdensome."
믹스를 쌀맛으로 즐겼어요,I enjoyed the mix with rice flavor.
근데 화장실 줄이 너무 길어요;,But the bathroom line is so long;
추천 음료는 호지차 아이스 따뜻하게 먹었던 호지차는 무거운 느낌이 들어서 추운겨울 아침에 생각날 것 같은데 아이스로 먹는 순간 청량함이 백배이다.,"Recommended drink is hojicha iced. Hojicha eaten warm feels heavy, so you may think of it on a cold winter morning, but the moment you eat it with ice, it feels a hundred times more refreshing."
자연도 소금빵 그냥 드세요,"Naturally, just eat salt bread."
크레이프 맛있어용 스톤 슈페너 흑임자 너무 달지 않고 맛있어요,The crepes are delicious. Stone Spener Black Sesame is not too sweet and delicious.
버터향가득부드럽고촉촉한빵아래는바삭바삭자글자글버터에튀겨진바닥이너무좋고맛나요 …,"The bottom of the soft and moist bread, full of butter flavor, is crunchy and the bottom fried in butter is so good and delicious..."
에스프레소 전문 카페는 처음 방문해봤는데 기대 이상으로 맛있네요!!,"This was my first time visiting a cafe specializing in espresso, and it tasted better than I expected!!"
은은하게 비치는 햇빛과 목욕탕같은 분위기에 낭낭하게 들어간 넛츠 슈페너가 좋았다,I liked the Nuts Spener with its soft sunlight and bathhouse-like atmosphere.
기본커피도 고소하고 시원하니 좋네요 /,The basic coffee is also nice and refreshing. /
바닥이 빠작한 느낌이구 매우 부드럽고 어떻게보면 기름지다고 느껴질만큼 풍미가 좋아요.,"The bottom feels firm and very soft, and the flavor is so good that it almost feels oily."
커피 너무 맛있고 디저트도 맛있어요!!,The coffee is so delicious and the desserts are delicious too!!
커피랑 쌀스무디 너무 맛있고 특히 디저트가 너무 맛있습니다.,"The coffee and rice smoothie are so delicious, and the dessert is especially delicious."
"요즘 핫플로 부상 중이라 그래서 더 붐비기 전에 갔는데, 생각보다 이미 손님들이 많았습니다.","It's a hot spot these days, so I went there before it got too crowded, but there were already more customers than I expected."
사람이 많지만 넓어서 금방 자리가 났어요.,"There were a lot of people, but it was spacious so we got a seat quickly."
녹차맛 슬러쉬 진쟈,Green tea flavored slush ginger
한팩이 묶어서 판매하는듯..,It looks like they are sold in one pack.
성수에서 조용히 차 마시기 좋습니다,It's great to drink tea quietly in Seongsu
"암튼 결제줄 따로, 픽업줄 따로라 호다닥 결제하고 줄서서 받아갔는데요","Anyway, there were separate payment lines and separate pick-up lines, so I paid quickly and waited in line to get it."
"스톤 슈페너(5800) - 컵테두리가 설탕이 뿌려져서 흑임자의 진함과 함께 어울림 카페크레마(3600) - 생각보다 달달한데 기분좋은 단맛, 부드럽고 싱그러움","Stone Spener (5800) - The rim of the cup is sprinkled with sugar, which goes well with the richness of black sesame. Cafe Crema (3600) - Sweeter than expected, but pleasant sweetness, soft and refreshing."
성수동 지나다니면서 몇번 와보고싶었는데 만석이라 실패했는데 평일 점심시간 이용해서 드디어 와봤어요!,"I wanted to come here a few times while passing through Seongsu-dong, but failed because it was full, but I finally came during lunch time on a weekday!"
메뉴도 가볍게 먹기 좋은 디저트와 여러가지 커피와 맥주고 준비되어있고 커피와 디저트도 상당히 맛잇어서 성수에서 데이트하다 사람이 너무 북적이는 곳 피해서 쉬엇다 가기 정말 좋은것 같습니다,"The menu includes light desserts and a variety of coffees and beers. The coffee and desserts are also quite delicious, so it's a great place to take a break while on a date in Seongsu to avoid overcrowded places."
쑥 바스크치즈케이크도 차와 함께 먹기 딱 적당한 크기와 밀도였구요..!,The Mugwort Basque Cheesecake was just the right size and density to eat with tea!
아이스 롱블랙이랑 롤케이크 먹었는데 담백하고 깔끔하게 맛있었어요!,"I had an iced long black and a roll cake, and it was light, clean, and delicious!"
벌써 세번째 구매중이에요!,This is already my third purchase!
소금빵 너무맛있어요 > <,Salt bread is so delicious > <
이쁘지만 짜치고 비싼 다른곳 버터바보다 후프커피 버터바는 말그대로 겁나 터프하고 양도 겁나 많아서 급할땐 냅따 와구와구 먹으면 배뻥될정도입니다.,"Compared to other pretty but expensive butter bars, Hoop Coffee's butter bar is literally very tough and the amount is so large that when you're in a hurry, you can eat it all at once and get full."
"하동 찻잎을 사용한다는데, 하동과 무슨 관련인지는 모르겠음.","They say they use Hadong tea leaves, but I don't know what it has to do with Hadong."
성수에서 넓고 작업하기 좋은 카페 찾다가 왔는데 딱 너무 붐비지않고 좋아서 추천합니다,"I came here while looking for a spacious cafe in Seongsu that was good for working, and I recommend it because it's not too crowded and I like it."
고민고민하다가 카운터에 말하니 바로 확인해주시고 조치해주셔서 감동) 주차장 옆 야외테라스 유럽인줄❤️ 애플시나몬밀크랑 키위케이크 먹으러 또 갈래용,"After thinking about it, I spoke to the counter, and they immediately checked and took action. I was impressed) The outdoor terrace next to the parking lot felt like Europe❤️ I'd like to go again for apple cinnamon milk and kiwi cake."
강남구청으로 자주 가던 구테로이테인데 성수에서 눈에 보여 찾아갔습니다.,"I used to go to Gangnam-gu Office frequently, but I saw it in Seongsu and went to see it."
편집샵이랑 같이 하는 카페인데 넓고 시원해서 좋아오!!,"It's a cafe with an editing shop, and I like it because it's spacious and cool!!"
느낌굿 카페 테린느가 짱맛이에용,"Feels good, the cafe terrine is super delicious."
아몬드와 팥과 찰떡이 어울어진 티푸드도 잘 어울리고 주변이 잘 보이는 경치까지 3박자가 너무 좋은 곳이네요.,"The tea food that goes well with almonds, red beans, and rice cakes goes well together, and the view of the surrounding area is great. It's a great place."
평일 오후 3시라 붐비지 않았고 에스프레소를 다루는 곳이라 그런지 플랫화이트가 다른곳보다 훨씬 진하게 느껴졌어요.,"It wasn't crowded at 3pm on a weekday, and because it's an espresso place, the flat white felt much stronger than other places."
👍 가게 전체에서 틀어주신 음악도 잔잔해서 카페에 있는 동안 완전 충전했어요!!,"👍 The music played throughout the store was soothing, so I was fully charged while I was at the cafe!!"
지나가다 카페에서 멋진않고 사왔는데 스콘맛집이라는 말이 맞네요.,"I bought some scones from a cafe passing by, and it's true that they are a good scone restaurant."
"매장 앞에서부터 버터 냄새가 후각을 자극하고, 진짜 겉은 바삭하고 속은 촉촉?!","The smell of butter from the front of the store stimulates your sense of smell, and it's really crispy on the outside and moist on the inside?!"
도시 한가운데에 고요하게 차(tea)한모금을 즐길 수 있는 곳이에요!!,This is a place where you can enjoy a quiet sip of tea in the middle of the city!!
카페 분위기가 이뻐요,The cafe atmosphere is pretty.
너무친절하고 소금빵도 맛있어요!,They are so friendly and the salt bread is delicious!
"무엇보다 마지막이자 기대가 컸던 레몬그라나따는 죄송하지만 정말 맛이 없습니다,, 쓴맛과 레몬의 새콤함이 안 어울려요","Above all, I'm sorry about the last and highly anticipated lemon granata, but it really doesn't taste good. The bitter taste and the sourness of the lemon don't go well together."
인스타에서 보고 간곳인대 너무마싯어요!,I went to this place after seeing it on Instagram and it was so good!
"1. 플레이버 : 아몬드스러운 고소함, 카카오의 무거운 단향, 자몽스러운 신맛 살짝 2. 바디 : 아이스임에도 좀 연하게 뽑힌 느낌이어 단맛이 조금 더 살았으면 좋겠어요","1. Flavor: Almond-like nutty, heavy sweetness of cacao, slightly grapefruit-like sourness 2. Body: Even though it is ice, it feels a bit light, so I wish it had a little more sweetness."
다음에는 말차라떼도 먹어 봐야겠어요.,I'll have to try the matcha latte next time.
반려동물동반 가능카페를 찾던 중 우연히 들어왔어요!,I came across this by chance while looking for a pet-friendly cafe!
여자친구랑 인테리어가 이뻐서 방문했는데 커피랑 음식이 너무 맛있어요,"I visited with my girlfriend because the interior was pretty, and the coffee and food were so delicious."
겉바속촉의 정석 적절한 짠 맛 겉은 크리스피 한데 쫄깃한 빵의 식감 사랑합니다,"I love the classic chewy texture on the outside, just the right amount of saltiness, and the crispy exterior and chewy texture of the bread."
성수동 방문했을때 줄 서 있는 걸 보고 저렇게까지 해서 먹어야 하나 했는데 아이랑 다시 성수동 나갔다가 소금빵을 좋아해서 1봉지 사기로 하고 키오스크에서 주문 후 왼쪽 대기줄로 가서 기다리면 영수증 보여 주고 받아 가는 방식.,"When I visited Seongsu-dong, I saw the line and wondered if I had to go to that length to eat it, but when I went out to Seongsu-dong again with my child and he likes salt bread, I decided to buy a bag and order at the kiosk, go to the left line, wait, show the receipt, and get it."
인테리어는 더 멋있어지고 맛도 여전히 너무 맛있습니다.,The interior looks nicer and the taste is still very delicious.
소금빵 한 개 제품만 있는데 포장도 깔끔하게 해주셔서 좋네요,"There is only one salt bread product, and it is nice that it is packaged neatly."
창가 자리가 만석이어서 창가에는 앉지 못했지만 바 자리도 충분히 분위기 괜찮았고 주문했던 티 칵테일도 좋았어요,"I couldn't sit by the window because the window seats were full, but the bar area had a nice enough atmosphere and the tea cocktail I ordered was also good."
의자가 편하고 콘센트도 있어서 작업하기 좋았어요,It was nice to work because the chairs were comfortable and there was an outlet.
지나가다 냄샤에 이끌려서 구매 다담날 먹어도 에프에 살짝돌렷더니 방금 내온거처럼 맛잇네여,"I was passing by and was attracted by the scent, so I bought it. Even after eating it, I got a slight taste of it and it tasted as if it had just been served."
실내 조도도 적당하니 편안하고 창문으로 시원한 바람이 솔솔들어오는 느낌도 참 좋았습니다.,"The indoor lighting was just right so it was comfortable, and it felt great to have a cool breeze blowing through the window."
"일행이 있으신 경우에는 한 분은 오른쪽 대기줄에서 바로 결제 및 교환, 한 분은 왼쪽 대기줄에서 교환을 건네 받아서 소금빵으로 교환하셔도 될 것 같습니다","If you have a group of people, one person can pay and exchange directly from the waiting line on the right, and the other person can receive the exchange from the waiting line on the left and exchange for salt bread."
구테로이테 성수센트럴키친의 시그니처 솔티드크레마 주문해봤어요 풍미있는 크림에 콜드브루로 쓴맛이 없고 부드러웠어요,"I ordered Guteroite Seongsu Central Kitchen's signature salted crema. It had a flavorful cream and cold brew, so it wasn't bitter and was smooth."
메뉴 다양하고 맛잇어용,The menu is diverse and delicious.
매장도 넓고 자리마다 콘센트가 있어서 노트북으로 할 일 하기 좋았어요!,"The store was spacious and each seat had an outlet, so it was great to work on my laptop!"
그자리에서 두개나 순삭했어요.,I cut two pieces on the spot.
사람많은데 대기 금방 빠져요,"There are a lot of people, but the wait fills up quickly."
매장을 바라보고 오른쪽에서 결제 및 교환권을 받고 왼쪽 대기줄에서 기다렸다가 소금빵을 받을 수 있는 방식입니다,"You can face the store, receive payment and exchange vouchers on the right, wait in the waiting line on the left, and receive salt bread."
"평일 낮에 방문 했음에도, 옆자리 뒷자리 할 것 없이, 대부분의 테이블들이 찰칵 거리며 카메라로 인증샷을 찍는 외국인 관광객으로 꽉 차있었어요.","Even though I visited during the day on a weekday, most of the tables, including those next to and behind, were filled with foreign tourists clicking away and taking selfies with their cameras."
이렇게 캐릭터 생일카페를 열어서 예약해서 방문은 처음인데 신기하고 교동씨가 볼수록 매력적인데 사유리가 더 끌리더라구요 ｡‿,"This is my first time visiting a character birthday cafe and making a reservation. It's amazing, and the more I see Gyo-dong, the more attractive he is, but I'm more attracted to Sayuri. ｡‿"
테이크아웃 용기가 제일 감동 포인트인데.,The take-out container is the most impressive point.
테이블 여유있고 조용한 편이어서 좋았어요 !,It was nice that there were plenty of tables and it was quiet!
"갓 나온 빵 그자리에서 먹으면 미칩니다 ,, 서울 소금빵 부동의 1위 탑티어긴 한데 제 마음속에는 2위 입니다","It's crazy to eat freshly baked bread on the spot. Seoul Salt Bread is undisputedly the top tier, but in my heart, it's second place."
위 사진은 제가 이미 가위로 잘라버리고 찍었지만 원래 모양은 예뻤답니닷..,"In the photo above, I had already cut it with scissors, but the original shape was pretty."
그래서 그런지 따뜻하진않고 씹을때마다 기름뿜어나오고 느끼한 느낌사실 소금빵은 어딜가든 갓나온걸 먹어야 맛있는거같아요,"Maybe that's why it's not warm, and every time you chew it, oil squirts out and it feels greasy. In fact, wherever you go, salt bread tastes good only when it's freshly made."
!! 바 좌석마다 콘센트가 마련되어 있어 작업하기에도 좋은 공간이였습니다,"!! There were electrical outlets at each bar seat, so it was a great space to work."
성수나 압구정 가면 아이들 간식으로 사오는 소금빵 버터향 좋고 빵도 부드럽다,"If you go to Seongsu or Apgujeong, you can buy salt bread as a snack for children. The butter smells good and the bread is soft."
🤍 셈라라는 디저트는 처음 먹어보는데 너무 맛있어서 앞으로 먹으러 자주 오려구요,"🤍 This is my first time trying a dessert called Semra, and it was so delicious that I plan to come here often from now on."
"티랑 같이 할수 있는 디저트 메뉴가 많아서 좋고 , 또 쑥라떼랑 백차 모두 맛있었어요!","It's nice that there are many dessert menus that can be paired with tea, and both the mugwort latte and white tea were delicious!"
1세트 4개입만 판매하고 있으며 매장도 포장지도 멋드러집니다,"Only 4 pieces per set are sold, and the store and packaging are also stylish."
줄서먹는 맛집 인정👍👍👍평일 오전에 가니까 줄 안서고 좋네요,"Recognized as a good restaurant where you have to wait in line to eat👍👍👍I went on a weekday morning so there was no line, which was nice."
50분가량 머무르는 내내 그 직원분은 일하기 싫어보이셨고 디올 성수는 다시는 방문하고 싶지 않은 기억으로 남았습니다,"During my stay of about 50 minutes, the employee seemed reluctant to work, and Dior Seongsu remained a memory I never wanted to visit again."
재방문 의사 있습니당,I am willing to visit again.
커피와 음료도 맛있고 안에 조명 분위기가 포근하고 좋아요!,"The coffee and drinks are delicious, and the lighting inside is cozy and nice!"
🥰 다음에 또 주문할거에요,🥰 I will order again next time
개방감이 너무 멋진 2층 건물에 야외존까지 매력한가득인 쎈느♡ 주기적으로 기업들과 콜라보 협업도 진행하며 팝업스토어 공간으로 같이 운영하는 카페에요~,"Senne is a two-story building with a very open feel and is full of charm, including an outdoor zone. It is a cafe that regularly collaborates with companies and operates as a pop-up store space."
지나가다 인테리어가 이뻐서 들어왔는데 커피도 마싯고 빵도 마싯어요!,I was passing by and thought the interior was pretty so I came in and had coffee and bread!
1세대 조경가 1호 국토개발기술사이신 정영선님 전시보로 가기전 디올성수 정원을 디자인한 정영선 조경가의 정원을 보고싶어서 미리 디올카페 딸과 같이 예약해서 갔어요,"I wanted to see the garden of landscape architect Jeong Young-seon, who designed the Dior Seongsu garden, before going to the exhibition of Jeong Young-sun, the first generation landscape architect and national land development engineer, so I made a reservation in advance at Dior Cafe with my daughter."
"완전 느좋 카페,, ❤️ 디져트 왕맛 커피 왕맛 메뉴가 독특한데 맛있기까지해서 조아요","It's a really nice cafe,, ❤️ Dessert, great coffee, great menu. The menu is unique and delicious."
"보니깐 체인인거 같던데, 낱개구매가 불가능하고 무조건 4개 1세트로 구매가능하더라구요~","When I looked at it, it looked like it was a chain, but it couldn't be purchased individually and could only be purchased in a set of 4."
"미리 네개씩 포장된 빵을 주시는데 이렇게 많이 팔려도 따뜻한 빵이 아니고, 따뜻하지 않은건 당연할 수도 있는데 제대로 식히지않고 네개씩 꽁꽁 포장을 해놔서 그냥 버터 많이 먹은 축축한 빵이더라구요.","They gave me four pre-packaged loaves, but even though they were sold in large quantities, they were not warm loaves. It could be natural that they were not warm, but they were packed four at a time without being cooled properly, so it was just soggy loaves with too much butter."
"줄 서서 사먹을 정도인지는 모르겠어요,,",I don't know if it's worth waiting in line to buy it.
기대한것 이상으로 커피가 너무 맛있어요,"The coffee is so delicious, better than I expected."
"단 거 좋아하시는 분들은 별로 안좋아할 수도 있지만, 평소에 라떼류 즐겨드시는 분들이 단 거 마시고 싶을 때 적당한 음료예요:)","Those who like sweets may not like it, but for those who usually enjoy lattes, it is a suitable drink when they want to drink something sweet :)"
"시끄러운 빅뱅,투애니원 노래만 몇시간째 나오는데 너무 지겨워요.",It's so boring to hear only loud Big Bang and 2NE1 songs playing for hours.
공차는 언제나 옳지요,Gongcha is always right
떡 와플은 씨앗호떡처럼 꿀시럽이 뿌려져 있어서 나중이 혹시 물티슈 같은거 살짝 챙겨주시면 더 좋을 것 같아요!,"The rice cake waffles are sprinkled with honey syrup like seed hotteok, so it would be better if you bring some wet tissues with you later on!"
버블티는 역시 공차가 맛있는거 같아요.,I think Gongcha’s bubble tea is delicious.
다만 살짝 아쉬운 부분은 빵 아래쪽에 녹은 버터가 많이 내려가서 씹을 때 아래쪽이 너무 기름지다는 거였어요.,"However, the only thing that was slightly disappointing was that a lot of melted butter went down to the bottom of the bread, so the bottom felt too greasy when chewing."
롤케익도 맛있구용 인테리어도 예뻐서 사진이 잘나와용!!,The roll cake is delicious and the interior is pretty so the photos come out well!!
지나가다 가오픈해서 왔는데 노래도 좋고 의자도 너무 편하고 통창이 너무 예뻐요,"I was passing by and came across an opening. The music was good, the chairs were very comfortable, and the large windows were very pretty."
분위기가 도란도란 대화 나누기 좋아서 요즘처럼 추운 날씨에 따듯한 차나 맛있는 음료 마시면서 쉬기 좋아요!,"The atmosphere is lively and conducive to conversation, so it's great to relax while drinking warm tea or a delicious drink in this cold weather!"
구테로이테커피 너무너무 맛나용,Gutteroite coffee is so delicious.
빵이 맛있고 찾아오는 분들이 많은만큼 더욱 신경써서 운영해주셨음합니다!,"The bread is delicious and there are a lot of people who come here, so I hope they take more care in running the restaurant!"
근데 빵 나오는 시간 맞춰서 갓 나온 빵을 드시는 게 훨씬 맛있습니다,But it is much more delicious to eat freshly baked bread at the right time.
따뜻하고 맛있어요~~,It’s warm and delicious~~
별다방처럼 주문한 음식 받을 때 별명을 사용하게되는데 엄마가 제 이상한 별명 말하셔서 극구사양할 때 직원 분도 웃으셔서 웃겼어요.,"Like Byeoldabang, nicknames are used when receiving food you order, and it was funny because the staff laughed when my mom said my strange nickname and I was very reluctant."
커피는 맛있는거 알았지만 빵도 이렇게 맛있을 줄은 더구마 성수에서 이런 빵 가격 찾기 어렵다는 너무 착한 가격!,"I knew the coffee was delicious, but I didn't expect the bread to be this delicious either. The price was so good that it's hard to find bread like this in Seongsu!"
밖에서 보는것보다 앉을 자리가 넓음,There is more space to sit than it looks from the outside.
"핫플이 아닌 고급스러운 커피, 맛있는 커피를 기대하고 들어갔는데 생각보다 가격이 저렴해서 놀랐고 커피맛에 또 놀랐습니당 성수오면 또 방문해야겠에요~","I went in expecting high-quality, delicious coffee, not a hot place, but I was surprised that the price was cheaper than I expected, and I was also surprised by the taste of the coffee. I'll have to visit again when I come to Seongsu."
오전 11시 조금 넘은 시간에는 바로 구매가 됐어요,The purchase was made right after 11 a.m.
소금빵은 맛있는데 카운터 직원분이 나온 빵을 포장해서 바로 전달해주면 되는 일을 바로 하지 않고 손님을 세워뒀어요.,"The salt bread is delicious, but the counter staff didn't do what they should have done by packaging the bread and handing it over to the customer right away, leaving the customer standing there."
인테리어가 정말 너무 깔끔하고 넓게 트여진 창도 좋았구..,The interior was really neat and the wide open windows were nice too.
즉흥으로 검색해서 왔는데 느낌이 너무 좋고 매장이 쾌적해서 얘기하기도 좋아요,I came here after an impromptu search and the feeling was really good and the store was comfortable so it was nice to talk.
음료도 맛있고 근데 19시 이후에 베이크류 할인한다고 써있었는데 영수증보니 할인이 안되어있네요,"The drinks were delicious, but it said there was a discount on baked goods after 19:00, but when I looked at the receipt, there was no discount."
키리모찌를 구워먹을 수 있고 생각보다 떡을 많이 주셔서 배부르게 먹었어요,"I was able to grill and eat Kirimochi, and they gave me more rice cakes than I expected, so I ate it to my fill."
지나가다가 분위기가 너무 이뻐서 들렀는데 생각했던것보다 너무 모든게 다 좋아서 성수오게되면 또 여기 올 것 같아요!,"I was passing by and stopped by because the atmosphere was so pretty, but everything was so much better than I expected, so I think I'll come here again when I come to Seongsu!"
성수동 소금빵 맛집 테이크아웃 전용이라 키오스크로 구매 후 빵 받는줄에 서야해요,"The salt bread restaurant in Seongsu-dong is for takeout only, so you have to buy it at the kiosk and then stand in line to receive the bread."
중간중간 깨알 소품 찾아보는 재미도 있었고 요번 HAPPY 테마로 소다맛 음료까지 준비해주셔서 맛있게 잘 마시고 가용,"It was fun to look for small items here and there, and they even prepared a soda-flavored drink with the HAPPY theme this time, so I had a good time drinking it."
갓구운 빵 먹으니 더 맛잇엇어요!,It tasted even better when I ate freshly baked bread!
성수에 너무 북적이지않은 조용한곳에 새로생긴 대형카페가 있다고해서 가봤는데 입구부터 커다란 크리스마스트리가 너무 이쁘더라구요!,"I heard there was a new large cafe in a quiet place in Seongsu that wasn't too crowded, so I went there and the big Christmas tree right from the entrance was so pretty!"
"포장도 감성있고, 가게도 감성있는 게 충전되네요.","The packaging is emotional, and the store is also filled with emotion."
🥐 저녁 8시반쯤 갔는데 15-20분 밖에 안 걸렸어요!,🥐 I went around 8:30 pm and it only took 15-20 minutes!
말차 테린느 개맛도리고 디저트가 친절하고 카페가 맛있습니다.,"The matcha terrine is delicious, the desserts are friendly, and the cafe is delicious."
